text,humAID_class,location_text,location_type,confidence,display_name,lat,lon,disaster_type
#BREAKING: The bridge over the Greens Bayoy at Woddforest Blvd and Normandy in Harris County has collapsed. #Harvey #TexasFloods,infrastructure_and_utility_damage,Normandy,County,3,"Normandy Forest, Harris County, Texas, United States",30.06600215,-95.47238669253731,Hurricane_harvey
#BREAKING: The bridge over the Greens Bayoy at Woddforest Blvd and Normandy in Harris County has collapsed. #Harvey #TexasFloods,infrastructure_and_utility_damage,Harris County,County,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
They just said over 100 tornado warnings in the last 24 hours in Houston!!!!!! Is that all? ἲA,caution_and_advice,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
TORNADO WARNING NATIONAL WEATHER SERVICE HOUSTON/GALVESTON TX 727 AM CDT SUN AUG 27 2017 THE NATIONAL,caution_and_advice,HOUSTON,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
TORNADO WARNING NATIONAL WEATHER SERVICE HOUSTON/GALVESTON TX 727 AM CDT SUN AUG 27 2017 THE NATIONAL,caution_and_advice,GALVESTON,City/town,3,"Galveston, Galveston County, United States",29.299328,-94.7945882,Hurricane_harvey
TORNADO WARNING NATIONAL WEATHER SERVICE HOUSTON/GALVESTON TX 727 AM CDT SUN AUG 27 2017 THE NATIONAL,caution_and_advice,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#Harvey moves inland again near the Texas-Louisiana border. Still causing flooding but finally not raining in Houston & finally moving NE.,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#Harvey moves inland again near the Texas-Louisiana border. Still causing flooding but finally not raining in Houston & finally moving NE.,infrastructure_and_utility_damage,Louisiana,State,3,"Louisiana, United States",30.8703881,-92.007126,Hurricane_harvey
#Harvey moves inland again near the Texas-Louisiana border. Still causing flooding but finally not raining in Houston & finally moving NE.,infrastructure_and_utility_damage,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"RT @0000 Texas devastation. One dead in Texas as #HurricaneHarvey stalls, sparking flood fears",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"RT @0000 Texas devastation. One dead in Texas as #HurricaneHarvey stalls, sparking flood fears",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
@00000000 Can you please share? My family has been trapped inside for nearly 12 hours. Help is needed urgently in Port Arthur,requests_or_urgent_needs,Port Arthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
"Trump vows ‘100 percent’ support, rapid federal aid to #Harvey victims ahead of Texas visit",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"#HurricaneHarvey | Indian-Americans in Texas help thousands with food, medical aid",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"please RT -$ benefits those in need, not CEOs/directors😉 #donatewisely #Texas #Houston #HurricaneHarvey #floodrelief",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"please RT -$ benefits those in need, not CEOs/directors😉 #donatewisely #Texas #Houston #HurricaneHarvey #floodrelief",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"HEART 9/11 Rapid Response Team #1 removed furniture, sheetrock and debris from Houston first responder homes today. #HurricaneHarvey #FDNY",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Waters Receding: @000000000000 Meteorologist with the Harris County Flood Control District updates the media #Harvey,caution_and_advice,Harris County,County,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
#PhotosFromTheField: Texas State Guard sets up cots for evacuees in #SanAntonio #TMDHarvey #Harvey,displaced_people_and_evacuations,SanAntonio,City/town,3,"San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405,Hurricane_harvey
"If there are any models affected by #HurricaneHarvey, Im in Texas, safe, and I have a place for you to crash 💖",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Speaking to Dillard students who are #Houston residents and preparing them for re-entry to check on homes for #Hurricane #Harvey recovery.,displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
NEW: Officials confirm a family of 6 died after being swept away in flood waters near Greens Bayou in #Pasadena area. #Harvey,injured_or_dead_people,Greens Bayou,Neighborhood,3,"Greens Bayou, Houston, Harris County, United States",29.9480372,-95.4945351,Hurricane_harvey
NEW: Officials confirm a family of 6 died after being swept away in flood waters near Greens Bayou in #Pasadena area. #Harvey,injured_or_dead_people,Pasadena,City/town,3,"Pasadena, Harris County, United States",29.6910753,-95.2092076,Hurricane_harvey
"Harvey breaks rainfall record, Houston imposes a curfew and death toll climbs to 18 #insuranceclaims #harvey",injured_or_dead_people,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Good morning Jim @0000000 Agreed. @000 outstanding disaster relief in TX many years e.g when hit by devastating tornadoes. #HurricaneHarvey,rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
GET ON THE ROOF NOT ATTIC if flooding #Houston #HurricaneHarvey,caution_and_advice,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Heres what we know about roads in Galveston County #GalvNews #Harvey,infrastructure_and_utility_damage,Galveston,County,3,"Galveston, Galveston County, United States",29.299328,-94.7945882,Hurricane_harvey
"Half my employees lost everything they own in #Harvey. Just booked a flight, truck, and supplies. On my way to Port Arthur to do what I can.",rescue_volunteering_or_donation_effort,Port Arthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
US steel industry still assessing damage from Hurricane Harvey - Platts() #maritime #commodities #shipping,infrastructure_and_utility_damage,US,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
"Dallas convention center can host 5k evacuees. I spent the morning there, then I wrote about Houston, my hometown:",displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Dallas convention center can host 5k evacuees. I spent the morning there, then I wrote about Houston, my hometown:",displaced_people_and_evacuations,Dallas convention center,Human-made Point-of-Interest,3,"Kay Bailey Hutchinson Convention Center, 650, South Griffin Street, Downtown PID, Dallas, Dallas County, Texas, 75202, United States",32.773978150000005,-96.80175063267362,Hurricane_harvey
"#HARVEY @00 Federal and local agencies say they have rescued more than 13,000 people from Harvey in Houston and surrounding areas",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Feds approve $25 million to repair Texas roads and bridges damaged by Harvey #HurricaneHarvey,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Hurricane Harveys homeless pets being sent across U.S. for new homes,displaced_people_and_evacuations,U.S.,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
"9/10 Join @00000000000000 @000000000 @000000000000000 at 1524 Freeman St #Houston, TX from 11:30a-3:30p #Harvey Supply & Relief Fund Drive",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"9/10 Join @00000000000000 @000000000 @000000000000000 at 1524 Freeman St #Houston, TX from 11:30a-3:30p #Harvey Supply & Relief Fund Drive",rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Québecs @000000000000 is raising funds w/@RedCross to help #HoustonRecovery. 120+ @0000000000000 in #Texas were damaged. #Harvey. #QcUS,rescue_volunteering_or_donation_effort,Québecs,State,3,"Quebecs Hotel, 9, Quebec Street, Arena Quarter, Holbeck Urban Village, Leeds, West Yorkshire, England, LS1 2HA, United Kingdom",53.796696,-1.5493364873681896,Hurricane_harvey
Québecs @000000000000 is raising funds w/@RedCross to help #HoustonRecovery. 120+ @0000000000000 in #Texas were damaged. #Harvey. #QcUS,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#Harvey evacuees from arriving in Dallas to stay at the Kay Bailey Hutchison Convention Center. 4 bus loads getting shelter tonight #khou11,displaced_people_and_evacuations,Dallas,City/town,3,"Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559,Hurricane_harvey
Hurricane Harvey heads for New Orleans after causing devestating floods in Texas.,caution_and_advice,New Orleans,City/town,3,"New Orleans, Orleans Parish, Louisiana, United States",29.9759983,-90.0782127,Hurricane_harvey
Hurricane Harvey heads for New Orleans after causing devestating floods in Texas.,caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
AT 6: We visit whats left in Rockport after #HurricaneHarvey. Barely a home or business untouched. Incredible. @000000,infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"Automakers, dealers assess #HurricaneHarvey destruction in Texas. #HoustonFloods",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Shelter floods, forcing out evacuees in Port Arthur #Harvey @0000",displaced_people_and_evacuations,Port Arthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
"Please RT! Just got a call. 200 beds open for evacuees at Forge for Families Shelter 3435 Dixie Rd, Houston 77021 #KHOU11 #Harvey #HouNews",displaced_people_and_evacuations,Shelter 3435 Dixie Rd,Road/street,3,"Shelter & Showers, 499, Dixie Hill Road, Spencer, Owen County, Indiana, 47460, United States",39.4260779,-86.7808922,Hurricane_harvey
"Please RT! Just got a call. 200 beds open for evacuees at Forge for Families Shelter 3435 Dixie Rd, Houston 77021 #KHOU11 #Harvey #HouNews",displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"WATCH: Several buildings of high school in Rockport, Texas are badly damaged or destroyed after Hurricane Harvey (via Brandon Clement/LSM)",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"WATCH: Several buildings of high school in Rockport, Texas are badly damaged or destroyed after Hurricane Harvey (via Brandon Clement/LSM)",infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
@00000000 How Badly Has Hurricane Harvey Damaged Texas Infrastructure?,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
At least 1 destructive tornado has hit central #Alabama - warnings on-going #Harvey,caution_and_advice,Alabama,State,3,"Alabama, United States",33.2588817,-86.8295337,Hurricane_harvey
Gospel singer who broke into song at a shelter in Houston for #Harvey evacuees: We came to lend our gifts,displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Some Southeast Texas schools are closed indefinitely while district officials assess the damage:,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"LATEST on #Harvey: -More than 13,000 rescued in Houston area -At least 11 dead -Record 51.88 of rainfall",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Heres everything athletes and teams are doing to help victims of Hurricane Harvey in Houston - SB Nation,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Some of worst floods ever in India, Nepal & Bangladesh: death toll from monsoon flooding over 1,200 @00000000000",injured_or_dead_people,India,Country,3,India,22.3511148,78.6677428,Hurricane_harvey
"Some of worst floods ever in India, Nepal & Bangladesh: death toll from monsoon flooding over 1,200 @00000000000",injured_or_dead_people,Nepal,Country,3,नेपाल,28.1083929,84.0917139,Hurricane_harvey
"Some of worst floods ever in India, Nepal & Bangladesh: death toll from monsoon flooding over 1,200 @00000000000",injured_or_dead_people,Bangladesh,Country,3,বাংলাদেশ,24.4769288,90.2934413,Hurricane_harvey
RT @00000000000 Emergency supplies heading to Texas this morning from #TampaBay #Harvey,requests_or_urgent_needs,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
RT @00000000000 Emergency supplies heading to Texas this morning from #TampaBay #Harvey,requests_or_urgent_needs,TampaBay,City/town,3,"Tampa Bay, Calle N, Bajos de Haina, San Cristóbal, 00809, República Dominicana",18.40952395,-70.04029401753886,Hurricane_harvey
Can we be sent the link to help build back the body of Christ in the state of #Texas for those affected by #HurricaneHarvey,requests_or_urgent_needs,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
".@HoustonFoodBank, @000000000000 and Galveston County Food Bank also are asking for cash or donations. #Harvey",rescue_volunteering_or_donation_effort,Galveston County,County,3,"Galveston County, United States",29.3872254,-94.992736,Hurricane_harvey
"Evacuations continue as Hurricane Harvey fallout spreads to Louisiana, @0000000000 reports",displaced_people_and_evacuations,Louisiana,State,3,"Louisiana, United States",30.8703881,-92.007126,Hurricane_harvey
"RT nearmap: RT robertwcarroll: Nearmap PhotoMaps imagery of #HurricaneHarvey wind damage to homes in Rockport, TX",infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"RT nearmap: RT robertwcarroll: Nearmap PhotoMaps imagery of #HurricaneHarvey wind damage to homes in Rockport, TX",infrastructure_and_utility_damage,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Healing just begins -- life of Hurricane #Harvey victims in Austin shelters in U.S. State of Texas,rescue_volunteering_or_donation_effort,Austin,City/town,3,"Austin, Travis County, Texas, United States",30.2711286,-97.7436995,Hurricane_harvey
Healing just begins -- life of Hurricane #Harvey victims in Austin shelters in U.S. State of Texas,rescue_volunteering_or_donation_effort,U.S.,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
Healing just begins -- life of Hurricane #Harvey victims in Austin shelters in U.S. State of Texas,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Hurricane Harvey: Eight killed as storm hits Texas,injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
8 tornadoes reported along #Harvey s path today: MS:2 AL:5 TN:1 Tornado Warn for #MyrtleBeach & 30 mi SE of #Tuscaloosa #fox10phoenix,caution_and_advice,Tuscaloosa,City/town,3,"Tuscaloosa County, Alabama, United States",33.2668398,-87.4862182,Hurricane_harvey
"The devastating reality in the aftermath of #HurricaneHarvey; death toll approaching 40, #Texas #FEMA #environment",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"#Miami help the #HurricaneHarvey relief by donating items at the stadium tomorrow. We know how devestating hurricanes can be, lets help!",rescue_volunteering_or_donation_effort,Miami,City/town,3,"Miami, Roberts County, 79059, United States",35.6914588,-100.6384183,Hurricane_harvey
We have the BEST Governor EVER in #Texas @000000000 🇺🇸❤️ @00000 thank you for all your doingto help us in #Texas #Harvey #HarveyRelief 🇺🇸❤️,requests_or_urgent_needs,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
We have the BEST Governor EVER in #Texas @000000000 🇺🇸❤️ @00000 thank you for all your doingto help us in #Texas #Harvey #HarveyRelief 🇺🇸❤️,requests_or_urgent_needs,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Drone footage shows extent of #Harvey damage in parts of Port Aransas, Baytown and Rockport. #Texas #txwx",infrastructure_and_utility_damage,Port Aransas,City/town,3,"Port Aransas, Nueces County, 78373, United States",27.8332175,-97.0618324,Hurricane_harvey
"Drone footage shows extent of #Harvey damage in parts of Port Aransas, Baytown and Rockport. #Texas #txwx",infrastructure_and_utility_damage,Baytown,City/town,3,"Baytown, Harris County, Texas, United States",29.7355047,-94.9774274,Hurricane_harvey
"Drone footage shows extent of #Harvey damage in parts of Port Aransas, Baytown and Rockport. #Texas #txwx",infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"Drone footage shows extent of #Harvey damage in parts of Port Aransas, Baytown and Rockport. #Texas #txwx",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Red Cross & partner shelters offered a safe place for 33,000+ people in Texas to stay last night. Shelters also open in Louisiana. #Harvey",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Red Cross & partner shelters offered a safe place for 33,000+ people in Texas to stay last night. Shelters also open in Louisiana. #Harvey",rescue_volunteering_or_donation_effort,Louisiana,State,3,"Louisiana, United States",30.8703881,-92.007126,Hurricane_harvey
.@Caprock_ER will be accepting donations for #HurricaneHarvey victims at the Walmart in College Station tomorrow.,rescue_volunteering_or_donation_effort,Walmart,Human-made Point-of-Interest,3,"Walmart Supercenter, 1815, Brothers Boulevard, College Station, Brazos County, Texas, 77845, United States",30.59711245,-96.30007747564864,Hurricane_harvey
.@Caprock_ER will be accepting donations for #HurricaneHarvey victims at the Walmart in College Station tomorrow.,rescue_volunteering_or_donation_effort,College Station,Human-made Point-of-Interest,3,"College Station, Brazos County, Texas, United States",30.5955289,-96.3071042,Hurricane_harvey
Please donate if you are able. Prayers to everyone in TX & LA! #HurricaneHarvy,rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Please donate if you are able. Prayers to everyone in TX & LA! #HurricaneHarvy,rescue_volunteering_or_donation_effort,LA,State,3,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,Hurricane_harvey
@000000000 in #Middletown is working to give Texas animals a new home following the destruction of #HurricaneHarvey.,rescue_volunteering_or_donation_effort,Middletown,City/town,3,"Middletown, Lower Connecticut River Valley COG, Connecticut, United States",41.5623178,-72.6509061,Hurricane_harvey
This is why theres a voluntary evacuation in place for Inverness Forest (North of #Houston). Heres the levee at Cypress Creek. #harvey,displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Hurricane Harvey has definitely taken a toll on Texas, with millions affected by the damage to",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Thanks to all who are donating their time to help the citizens of southeast Texas. never seen this type of unity in my life. #Harvey2017,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
I liked a @0000000 video WOW” Charlie Hebdo Says God Killed The Neo-Nazis In Texas With Hurricane Harvey,injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Beto ORourke describes his road trip across #Texas , including areas hit by #HurricaneHarvey",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Texas museums assess the damage caused by #HurricaneHarvey:,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"In the wake of #Harvey, the Houston SPCA is here to help you and your pets. Please share far and wide!",requests_or_urgent_needs,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Billings dive team sees Hurricane Harveys damage up close #mtnews #montana #Harvey2017 #HarveyRelief,infrastructure_and_utility_damage,montana,State,3,"Montana, United States",47.3752671,-109.638757,Hurricane_harvey
"#Hospital in Beaumont, #Texas , forced to evacuate patients due to #flooding . #Harvey",displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Its easy to help Texans affected by #Harvey: Text HARVEY to 90999 or Call 1-800-RED CROSS to #donate. #TexasStrong #Houston,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Urgent rescue of chemo patient Barbara McNeal, on counter for 18 hours. Low cell battery. 16547 Park Scot Dr. Houston 77084 #Harvey #rescue",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Furry evacuees from Texas make their way north,displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Just in: Parts of Texas 71 in Bastrop County closed due to flooding #Harvey,caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Just in: Parts of Texas 71 in Bastrop County closed due to flooding #Harvey,caution_and_advice,Bastrop County,County,3,"Bastrop County, United States",30.0541116,-97.3887764,Hurricane_harvey
Hurricane Harvey Hits Texas! See 11 inches of rain damage. Worse expected! #HurricaneHarvey,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
💓 @0000000000000 is in #Texas rescuing pets & helping shelters. Text LOVE to 20222 to donate $10 or #HurricaneHarvey,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Here we go. #Harvey prompting the first tornado warning for Decatur County. @000,caution_and_advice,Decatur County,County,3,"Decatur County, Georgia, United States",30.8736613,-84.5740953,Hurricane_harvey
"Major flooding is blocking business 35 south of Rockport, TX. Search and rescue teams combing through rubble @000000000000000 #Harvey",rescue_volunteering_or_donation_effort,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"Major flooding is blocking business 35 south of Rockport, TX. Search and rescue teams combing through rubble @000000000000000 #Harvey",rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Mexico responds to Trumps Twitter attacks by offering to provide assistance to Texas after Hurricane Harvey,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"As #HurricaneHarvey bore down on Coastal Texas, residents turned to their neighbors for help via @00000000",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"VP Mike Pence, speaking in Texas, calls on all Americans to join the #Harvey recovery effort: Find a way to help.”",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Yesterday I witnessed the amazing @000000000000000 team bring joy & service to those affected by Hurricane Harvey. We will rebuild HoUSton!,rescue_volunteering_or_donation_effort,HoUSton,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"As hurricane hit, Trump tweeted about Mexico paying for the wall. Mexicos response: Nope. But wed be glad to help the victims of Harvey.",rescue_volunteering_or_donation_effort,Mexico,Country,3,México,23.6585116,-102.0077097,Hurricane_harvey
Cedar Creek Hurricane Harvey Fund,rescue_volunteering_or_donation_effort,Cedar Creek,City/town,3,"Cedar Creek, Cass County, Nebraska, 68016, United States",41.0366655,-96.0994583,Hurricane_harvey
"LATEST: Hurricane #Harvey is a Category 4 hurricane and the eye is approaching the Texas coast; catastrophic flooding is expected, NWS says.",caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
The death toll from Hurricane Harvey and its aftermath in storm-ravaged Texas has climbed to 39. Security Cameras Installation Los Angeles,injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
The death toll from Hurricane Harvey and its aftermath in storm-ravaged Texas has climbed to 39. Security Cameras Installation Los Angeles,injured_or_dead_people,Los Angeles,City/town,3,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,Hurricane_harvey
"Flash Flood Warning until until 6:15 AM for Brazoria, Fort Bend, Galveston & Harris counties. #Harvey is still here. Stay Safe! #KHOU11",caution_and_advice,Brazoria,City/town,3,"Brazoria County, United States",29.18161,-95.4993375,Hurricane_harvey
"Flash Flood Warning until until 6:15 AM for Brazoria, Fort Bend, Galveston & Harris counties. #Harvey is still here. Stay Safe! #KHOU11",caution_and_advice,Fort Bend,County,3,"Fort Bend County, United States",29.511218,-95.7807348,Hurricane_harvey
"Flash Flood Warning until until 6:15 AM for Brazoria, Fort Bend, Galveston & Harris counties. #Harvey is still here. Stay Safe! #KHOU11",caution_and_advice,Galveston,City/town,3,"Galveston, Galveston County, United States",29.299328,-94.7945882,Hurricane_harvey
"Flash Flood Warning until until 6:15 AM for Brazoria, Fort Bend, Galveston & Harris counties. #Harvey is still here. Stay Safe! #KHOU11",caution_and_advice,Harris,County,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
Flash Flood Emergency for this area of SE #Texas as another stalled #Harvey rain band caused terrible flooding.,caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"A second person was killed on Saturday as Harvey, the most powerful storm to hit Texas in more than 50 years, roared inland, knocking out p",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"RT @000000000000 Hurricane Harvey exposes flaws in U.S. energy-dominance plan, via @00000000",infrastructure_and_utility_damage,U.S.,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
#Titans: Brian Orakpos brother using fishing boat to save flood victims in Houston #HurricaneHarvey @0000000000,rescue_volunteering_or_donation_effort,Houston,State,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Our teams in #Texas are also now conducting animal shelter evacuations. Get the latest. #Harvey,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Rockport, Texas laundromat destroyed by Hurricane Harvey",infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"Rockport, Texas laundromat destroyed by Hurricane Harvey",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
@000000000 If any of you live in Texas- I am helping host a meet in Hurst for Hurricane Harvey relief !,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"At least 136,000 structures were destroyed by #Harvey in Harris County, officials just said. @0000000000 #HoustonFlood",infrastructure_and_utility_damage,Harris County,County,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
#Harvey2017 just destroyed TX and #Irma2017 is charging at FL But we need more parking and lanes. 🚗🚕🚌🚎🚌🚒🚐🚜🚓🚚🚛🚕🚚,infrastructure_and_utility_damage,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#Harvey2017 just destroyed TX and #Irma2017 is charging at FL But we need more parking and lanes. 🚗🚕🚌🚎🚌🚒🚐🚜🚓🚚🚛🚕🚚,infrastructure_and_utility_damage,FL,State,3,"Florida, United States",27.7567667,-81.4639835,Hurricane_harvey
"Shelter is looking for more volunteers for evening shift, after 6PM at #GRB. @0000 is here, helping people register. #Houston #Harvey",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
